country,isocode,year,region,PI_region,income,landlocked,lcapitalpw,lcapitalpw_year,grdomsav,grdomsav_year,unemped,unemped_year,lnploans,lnploans_year,lmarketsize,lmarketsize_year,lhitechexp,lhitechexp_year,lfdisv,lfdisv_year,linflB,linflB_year,inflB,inflB_year,absgdppcgrowth,absgdppcgrowth_year,econexpect,econexpect_year,jobmarket,jobmarket_year,index_foodshelter,index_foodshelter_year,lgrdomsav,lgrdomsav_year,FIconfidence,FIconfidence_year,employed,employed_year,satlivstandard,satlivstandard_year,lintlband,lintlband_year,mobilegdp,mobilegdp_year,lictexp,lictexp_year,lroyaltyrec,lroyaltyrec_year,predictedRD,predictedRD_year,unevenecondev,unevenecondev_year,lstartupcost,lstartupcost_year,linternetserverB,linternetserverB_year,startupcost,startupcost_year,mobileswb,mobileswb_year,enventrep,enventrep_year,workhard,workhard_year,polrights,polrights_year,govtype,govtype_year,govstability,govstability_year,polconstraint,polconstraint_year,goveffectiveB,goveffectiveB_year,rulelawB,rulelawB_year,executiveB,executiveB_year,regulationB,regulationB_year,index_corruption,index_corruption_year,courtapprove,courtapprove_year,confelections,confelections_year,confidentmilit,confidentmilit_year,voiced_concern,voiced_concern_year,addresspoverty,addresspoverty_year,govapprove,govapprove_year,enviropreserve,enviropreserve_year,primpuptoteach,primpuptoteach_year,girlstoboysnormB,girlstoboysnormB_year,netprimschB,netprimschB_year,grsecschB,grsecschB_year,grterschB,grterschB_year,secperwkrB,secperwkrB_year,terperwkrB,terperwkrB_year,childrenlearn,childrenlearn_year,educationqualsat,educationqualsat_year,dptimmun,dptimmun_year,measlimmun,measlimmun_year,tuberculosis,tuberculosis_year,lifexpectgdp,lifexpectgdp_year,ppphealthexpaidB,ppphealthexpaidB_year,infantmortalityB,infantmortalityB_year,undernourishB,undernourishB_year,respdisease,respdisease_year,haleswb,haleswb_year,sanitation,sanitation_year,hospbeds,hospbeds_year,healthsat,healthsat_year,wellrested,wellrested_year,worryyest,worryyest_year,healthproblems,healthproblems_year,waterqual,waterqual_year,envirobeautysat,envirobeautysat_year,propertystolen,propertystolen_year,stateviolencegdp,stateviolencegdp_year,assaultedB,assaultedB_year,safewalkingB,safewalkingB_year,refugeeidpB,refugeeidpB_year,grievanceB,grievanceB_year,humanemigrate,humanemigrate_year,stateviolenceswb,stateviolenceswb_year,demopressure,demopressure_year,warcasual,warcasual_year,expresspolitfear,expresspolitfear_year,civchoice,civchoice_year,tolimmigB,tolimmigB_year,tolethnicB,tolethnicB_year,freechoicesat,freechoicesat_year,civlib,civlib_year,relyB,relyB_year,volunteeredB,volunteeredB_year,donatedB,donatedB_year,helpedstrangerB,helpedstrangerB_year,relattend,relattend_year,trustothers,trustothers_year,married,married_year,,,,gdppcgrowth,royaltyrec,ictexp,capitalpw,fdisv,marketsize,nploans,hitechexp,internetserverB,intlband
Afghanistan,AFG,2014,Asia South,Asia-Pacific,Low income,1,7.9369635582,,-23.8044090271,2013,8.600000381,2012,1.9451955557,2013,23.4050922394,2013,0.3497975171,,2.3512997627,2012,2.1572828293,2013,7.6476078033,2013,8.014257431,2012,*,2013,*,2013,*,2013,0,2013,*,2013,*,2013,*,2013,8.5173931122,2013,70.0049133301,2013,0.1746915579,,12.9210748672,2011,0.2534356713,2012,7.8000001907,2013,2.7343673706,2013,0.6840776205,2013,14.3999996185,2013,*,2013,*,2010,*,2013,2,2013,-2.1643323898,2013,0,2012,0,2012,-1.397574544,2012,-1.7200000286,2012,5.5879120827,2010,-1.2100000381,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,43.51915,2011,0.6859079003,2012,77,2012,54.03824,2012,3.74394,2011,0.6345117092,2010,0.2756916881,2010,*,2013,*,2013,71,2012,68,2012,189,2012,60.50912195,2012,47.3400001526,2012,71,2012,14.4897384644,2013,144,2008,49,2012,29,2012,0.5,2012,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,2,2012,*,2010,*,2013,9.1999998093,2013,9.1999998093,2013,7.1999998093,2013,4,2012,9.3000001907,2013,0,2013,*,2010,*,2013,*,2013,*,2013,*,2013,2,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2010,*,2013,,,,8.014257431,408837.25,0.1908788383,2797.8491210938,9.4992074966,14611756032,5.9949994087,0.4187802374,0.9819428921,4999.9995117188
Afghanistan,AFG,2015,Asia South,Asia-Pacific,Low income,1,8.0644817352,,-25.1065254211,2013,8,2013,1.962572217,2014,23.3776454926,2013,0.3497974873,,1.4154281616,2013,1.7264147997,2014,4.620467186,2014,7.7171373367,2013,*,2014,*,2014,*,2014,0,2013,*,2014,*,2014,*,2014,9.537987709,2014,74.8828424133,2014,0.2535189986,,12.9210748672,2011,0.2611260712,2013,7.5,2014,2.7788193226,2014,0.7045742273,2014,15.1000003815,2014,*,2014,*,2010,*,2014,2,2014,-1,2014,0,2014,0,2012,-1.4299999475,2013,-1.6699999571,2013,5.5879120827,2010,-1.2100000381,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,44.6774291992,2012,0.6719102263,2013,73.3799972534,2014,54.3108406067,2013,3.743940115,2011,0.6345117092,2010,0.2756916881,2010,*,2014,*,2014,71,2013,75,2013,189,2013,60.9314155579,2013,161,2013,70.1999969482,2013,24.7000007629,2013,65.5,2012,50,2013,29,2012,0.5,2012,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,1,2013,*,2010,*,2014,9.3,2014,8.7,2014,7.8,2014,5,2013,8.8,2014,3,2014,*,2010,*,2014,*,2014,*,2014,*,2014,2,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2010,*,2014,,,,7.7171373367,408837.25,0.288551867,3178.5080566406,3.1182494164,14216164352,6.1176114082,0.4187802076,1.02298522,13875.9951171875
Angola,AGO,2012,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.3834648132,2010,28.03243935,2010,25,2010,2.2617630959,2010,22.6470165253,,0.8478969336,,0.8458814621,2009,2.7389376478,2010,14.4705412,2010,9.080493927,2010,*,2008,*,2008,*,2008,3.3684136868,2010,*,2008,*,,*,2008,7.3138866425,2011,48.3779754639,2011,0.3476403654,,16.3004169464,2008,0,2010,8.8000001907,2011,4.786658287,2011,1.4255856276,2011,118.9000015259,2011,*,2008,*,2008,*,2008,2,2011,-2,2010,13,2010,0.3700000048,2007,-1.1243156195,2010,-1.2437801361,2010,4.8125,2010,-1.0470827818,2010,*,2008,*,2008,*,2008,*,2008,*,2008,*,2008,*,2008,*,2008,45.75982,2010,0.8179026246,2010,85.65122,2010,31.30734,2010,3.70984,2010,0.5783960223,,0.0105444863,,*,2008,*,2008,91,2010,93,2010,304,2010,50.65365854,2010,316,2009,97.9,2010,41,2008,208,2008,45,2007,58,2010,0.8,2005,*,2008,*,2008,*,2008,*,2008,*,2008,*,2008,*,2008,3,2010,*,2008,*,2008,6.5563559532,2011,6.1999998093,2011,5.9000000954,2011,3,2010,8.6000003815,2011,0,2011,*,2008,*,2008,*,2008,*,2008,*,2008,3,2011,*,2008,*,2008,*,2008,*,2008,*,2008,*,,*,,,,,9.080493927,11999996,0.4157230258,11889.140625,1.3300307989,6846589952,8.6000003815,1.3347315788,3.1602935791,1499.9997558594
Angola,AGO,2013,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.3858852386,2011,30.9713096619,2012,26,2011,2.2617630959,2010,25.075334549,2012,2.2208178043,,-4.0135560036,2011,2.4242268276,2012,10.2934942245,2012,5.6935248375,2011,*,2008,*,2011,*,2011,3.4648389816,2012,*,2011,*,2011,*,2011,7.6014022827,2012,48.6100006104,2012,0.1619644016,,16.3004169464,2008,0,2011,9.1000003815,2012,4.6672058105,2012,1.5260562897,2012,105.4000015259,2012,*,2011,*,2008,*,2011,2,2012,-2,2011,14,2011,0.1600079983,2012,-1.1499999762,2011,-1.2300000191,2011,6.3814101219,2010,-1.1000000238,2011,*,2011,*,2011,*,2011,*,2011,*,2008,*,2008,*,2011,*,2011,45.58651,2010,0.8179026246,2010,85.65122,2010,31.30734,2010,3.70984,2010,0.6842128634,,0.0550143681,,*,2011,*,2011,86,2011,88,2011,310,2011,51.05931707,2011,214.5800018311,2011,96.4,2011,27.4,2011,208,2008,45,2007,58,2010,0.8,2005,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3,2011,*,2008,*,2011,6.9000000954,2012,6.5,2012,5.5999999046,2012,3,2011,8.8999996185,2012,0,2012,*,2011,*,2011,*,2011,*,2011,*,2011,3,2012,*,2011,*,2011,*,2011,*,2011,*,2008,*,,*,2011,,,,5.6935248375,11999996,0.1758183837,11917.955078125,-0.9819309711,77638909952,8.6000003815,8.2148637772,3.5999999046,1999.9998779297
Angola,AGO,2014,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.6149129868,2013,26.8076057434,2013,7.5,2012,1.223775506,2011,25.110906601,2013,1.7839940786,,0,2012,2.2799396515,2013,8.7760906219,2013,2.3831923008,2012,*,2013,*,2013,*,2013,3.325309515,2013,*,2013,*,2013,*,2013,9.0024547577,2013,61.873298645,2013,0.4728340507,,16.3004169464,2008,0.0154132452,2012,9.3999996185,2013,4.87596035,2013,1.5821834803,2013,130.1000061035,2013,*,2013,*,2008,*,2013,2,2013,-2,2012,15,2012,0.1600079983,2012,-1.0232833624,2012,-1.2799999714,2012,6.3814101219,2010,-0.9800000191,2012,*,2012,*,2013,*,2012,*,2013,*,2013,*,2008,*,2013,*,2013,42.54306,2011,0.6535587907,2011,85.66859,2011,31.51639,2011,7.49504,2011,0.7371249199,2011,0.1210326776,2011,*,2013,*,2013,91,2012,97,2012,316,2012,51.464,2012,212.1000061035,2012,99.5,2012,24.4,2012,208,2008,44,2012,60.1,2012,0.8000000119,2005,*,2011,*,2013,*,2013,*,2013,*,2013,*,2011,*,2013,3,2012,*,2008,*,2013,7.1999998093,2013,6.8000001907,2013,5.9000000954,2013,3,2012,8.8999996185,2013,0,2013,*,2011,*,2013,*,2013,*,2013,*,2013,3,2013,*,2013,*,2013,*,2013,*,2013,*,2008,*,,*,2013,,,,2.3831923008,11999996,0.6045351028,14985.6181640625,0,80450396160,2.4000003338,4.9535880089,3.865568161,8121.9995117188
Angola,AGO,2015,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.6902141571,2013,29.7507781982,2013,6.8000001907,2013,1.9600948095,2013,25.1203117371,2013,1.1812417507,,0,2013,2.1137900352,2014,7.2795615196,2014,1.0733997822,2013,*,2014,*,2014,*,2014,3.4259152412,2013,*,2014,*,2014,*,2014,9.9035377502,2014,63.4792082001,2014,0.572116971,,16.3004169464,2008,0.0359375887,2013,9.5,2014,4.8243055344,2014,1.786588788,2014,123.5,2014,*,2014,*,2008,*,2014,2,2014,-2,2014,17,2014,0.1600079983,2012,-1.2599999905,2013,-1.2799999714,2013,6.3814101219,2010,-1.0499999523,2013,*,2012,*,2014,*,2012,*,2014,*,2013,*,2008,*,2014,*,2014,42.5430603027,2011,0.6535587907,2011,85.668586731,2011,31.5163898468,2011,7.4950399399,2011,0.7547984719,2011,0.1190232113,2011,*,2014,*,2014,93,2013,91,2013,320,2013,51.8661689758,2013,355,2013,101.5999984741,2013,18,2013,74.4,2012,44,2013,60.0999984741,2012,0.8000000119,2005,*,2011,*,2014,*,2014,*,2014,*,2014,*,2011,*,2014,3,2013,*,2008,*,2014,7.5,2014,7.1,2014,6,2014,3,2013,9,2014,0,2014,*,2011,*,2014,*,2014,*,2014,*,2014,3,2014,*,2014,*,2014,*,2014,*,2014,*,2008,*,,*,2014,,,,1.0733997822,11999996,0.7720143795,16157.7041015625,0,81210613760,6.1000003815,2.2584178448,4.9690561295,20000.00390625
Albania,ALB,2012,Eastern Europe,Europe,Upper middle income,0,10.4299583435,2010,3.947688788,2010,13.80000019,2009,2.7343673706,2011,22.7745323181,2010,0.6384318471,2010,2.6374468803,2010,1.5156254359,2010,3.552267388,2010,4.6622223854,2010,*,2011,*,2011,*,2011,1.5989205837,2010,*,2006,*,2011,*,2011,10.3089857101,2011,96.3933944702,2011,0.6082854867,2010,13.5166149139,2010,0.2648985386,2010,5.4000000954,2011,3.4011974335,2011,2.6865980625,2011,29,2011,*,2011,*,2011,*,2011,5,2011,9,2010,13,2010,0.5,2007,-0.2730860114,2010,-0.437525034,2010,12,2010,0.2271912247,2010,*,2011,*,2006,*,2006,*,2006,*,2006,*,2011,*,2006,*,2011,19.70208,2010,1.0369075537,2010,79.89253,2010,88.94151,2010,22.7979278564,,4.5810570717,2010,0.2501142025,2010,*,2011,*,2011,99,2010,99,2010,14,2010,76.90095122,2010,582,2009,16.4,2010,5,2008,47,2008,64,2007,94,2010,2.8,2009,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2009,4,2010,*,2009,*,2011,3.0999999046,2011,5.0880355835,2011,6.758749485,2011,2,2010,5.5,2011,0,2011,*,2011,*,2011,*,2011,*,2011,*,2011,5,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,,,,4.6622223854,741635.8125,0.8372786641,33857.94140625,12.9774723053,7777745408,14.3999977112,0.8935092092,13.6816444397,29999.9921875
Albania,ALB,2013,Eastern Europe,Europe,Upper middle income,0,10.4456548691,2011,4.6249256134,2012,13.8000001907,2009,2.9856820107,2011,22.8974666595,2012,0.4253649712,2011,2.289555788,2011,1.1090891955,2012,2.0315959454,2012,4.8528871536,2011,*,2012,*,2012,*,2012,1.7272077799,2012,*,2012,*,2011,*,2012,10.3089857101,2012,108.4499969482,2012,0.4210090637,2011,14.3274154663,2012,0.5248405337,2011,5.0999999046,2012,3.1398327351,2012,2.9601049423,2012,22.1000003815,2012,*,2012,*,2011,*,2012,5,2012,9,2011,14,2011,0.3866859972,2012,-0.200000003,2011,-0.4900000095,2011,12,2010,0.2800000012,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,19.86917,2011,0.9979772568,2001,96.48526,2003,78.21395,2003,43.91056,2011,4.5810570717,2010,0.2501142025,2010,*,2012,*,2012,99,2011,99,2011,13,2011,77.04226829,2011,565.200012207,2011,12.8,2011,5,2011,47,2008,64,2007,94,2010,2.43,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,4,2011,*,2009,*,2012,2.7999999523,2012,5.0999999046,2012,6.8000001907,2012,2,2011,5,2012,0,2012,*,2011,*,2012,*,2012,*,2012,*,2012,5,2012,*,2012,*,2012,*,2012,*,2012,*,2011,*,2011,*,2012,,,,4.8528871536,1668465.5,0.5234980583,34393.6015625,8.870552063,8795153408,18.8000011444,0.5301488042,18.2999973297,29999.9921875
Albania,ALB,2014,Eastern Europe,Europe,Upper middle income,0,10.6067752838,2013,6.52084589,2013,14.69999981,2012,3.1986730099,2013,22.8484420776,2013,0.3669142127,2012,2.4331958294,2012,1.0775989294,2013,1.9376175404,2013,4.7710747719,2012,*,2013,*,2013,*,2013,2.0176784992,2013,*,2013,*,2013,*,2013,10.5966596603,2013,116.1572113037,2013,0.3288740814,2012,14.3274154663,2012,0.5765936375,2012,4.8000001907,2013,3.0955777168,2013,2.9646296501,2013,21.1000003815,2013,*,2013,*,2011,*,2013,5,2013,9,2012,15,2012,0.3866859972,2012,-0.2803354263,2012,-0.5699999928,2012,12,2010,0.1700000018,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,19.48298,2012,0.9792202711,2001,91.24935,2003,82.39508,2008,55.50096,2012,5.0696754456,2010,0.0489136577,2010,*,2013,*,2013,99,2012,99,2012,16,2012,77.35046341,2012,541.3800048828,2012,15,2012,5,2011,47,2008,65,2012,91.2,2012,2.6,2012,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,4,2012,*,2009,*,2013,3.0999999046,2013,4.8000001907,2013,6.5999999046,2013,2,2012,4.6999998093,2013,0,2013,*,2011,*,2013,*,2013,*,2013,*,2013,5,2013,*,2013,*,2013,*,2013,*,2013,*,2011,*,2011,*,2013,,,,4.7710747719,1668465.5,0.3894028962,40406.6875,10.3952407837,8374373376,23.4999980927,0.4432741106,18.3875217438,39999.99609375
Albania,ALB,2015,Eastern Europe,Europe,Upper middle income,0,10.5930995941,2013,11.0253353119,2013,16,2013,3.1986730099,2013,22.7789974213,2013,0.4143129885,2013,2.1343886852,2013,0.9664286375,2014,1.6285401583,2014,2.8826413155,2013,*,2014,*,2014,*,2014,2.4870157242,2013,*,2014,*,2014,*,2014,10.8197984695,2014,105.469965747,2014,0.3069676161,2013,13.9852333069,2013,0.6064321995,2013,4.5,2014,2.3978953362,2014,3.2099039555,2014,10,2014,*,2014,*,2011,*,2014,5,2014,9,2014,17,2014,0.3866859972,2012,-0.3300000131,2013,-0.5699999928,2013,12,2010,0.1800000072,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,19.1210308075,2013,0.9792203307,2001,91.2493515015,2003,82.3950805664,2008,55.5009613037,2012,5.0696754456,2010,0.0489136577,2010,*,2014,*,2014,99,2013,99,2013,18,2013,77.5372467041,2013,539,2013,13.3000001907,2013,5,2011,34.4,2012,65,2013,91.1999969482,2012,2.5999999046,2012,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,4,2013,*,2009,*,2014,3.4,2014,4.7,2014,6.9,2014,2,2013,4.4,2014,0,2014,*,2011,*,2014,*,2014,*,2014,*,2014,5,2014,*,2014,*,2014,*,2014,*,2014,*,2011,*,2011,*,2014,,,,2.8826413155,1184975.25,0.3592969477,39857.84375,7.4518780708,7812551168,23.4999980927,0.513330698,23.7767066956,50000.0078125
United Arab Emirates,ARE,2012,MENA,MENA,High income,0,11.8311300278,2010,34.44901447,2010,4,2008,1.9740810394,2011,26.0109367371,2010,1.4357475042,2008,0.5315273404,2010,0.6418538862,2010,0.9,2010,8.6774177551,2010,*,2011,*,2011,*,2011,3.5680954456,2010,*,2011,*,2011,*,2011,11.934926033,2011,148.618850708,2011,1.082113266,2008,19.4405441284,,1.0030449629,2010,5.4000000954,2011,1.8870695829,2011,5.2003393173,2011,5.5999999046,2011,*,2011,*,2010,*,2011,2,2011,-8,2010,39,2010,0,2007,0.7834689021,2010,0.3863815665,2010,2.7222220898,2010,0.3837513328,2010,*,,*,2010,*,,*,,*,2010,*,2010,*,,*,2011,16.83357,2010,1.2092981339,2006,88.37658,2006,92.31814,2006,30.4,2009,3.3067359924,2010,0.5214419365,2010,*,2011,*,2011,94,2010,94,2010,3.1,2010,76.57360976,2010,1756,2009,6.1,2010,5,2008,35,2008,68,2007,98,2010,1.9,2008,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,4.5,2010,*,2010,*,2010,2.7999999523,2011,4.6277832985,2011,3,2011,1.5,2010,4.0999999046,2011,0,2011,*,,*,2011,*,2011,*,2009,*,2011,2,2011,*,2011,*,2011,*,2011,*,2011,*,2010,*,2009,*,2011,,,,-8.6774177551,277281600,1.9509090185,137464.75,0.7015291452,197882003456,6.2000002861,3.2027854919,180.3337554932,152499.9375
United Arab Emirates,ARE,2013,MENA,MENA,High income,0,11.8579597473,2011,34.44901447,2010,4,2008,2.1517622471,2012,26.0109367371,2010,1.4357475042,2008,1.6397407055,2011,0.6295877176,2011,0.876836633,2011,9.2978849411,2011,*,2012,*,2012,*,2012,3.5680954456,2010,*,2012,*,2011,*,2012,12.444601059,2012,169.9400024414,2012,1.082113266,2008,19.4405403137,,1.1034066677,2011,5.0999999046,2012,1.9459100962,2012,5.336575985,2012,6,2012,*,2012,*,2010,*,2012,2,2012,-8,2011,40,2011,0.6667000055,2012,0.9499999881,2011,0.4600000083,2011,2.7222220898,2010,0.400000006,2011,*,,*,2010,*,,*,2012,*,2010,*,2012,*,,*,2012,17.03397,2011,1.2092981339,2006,88.37658,2006,92.31814,2006,22.5,2010,3.3067359924,2010,0.5214419365,2010,*,2012,*,2012,94,2011,94,2011,3.7,2011,76.74253659,2011,1732.1300048828,2011,5.6,2011,5,2011,35,2008,68,2007,98,2010,1.9,2008,*,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,4.5,2011,*,2010,*,2010,2.7999999523,2012,4.3000001907,2012,2.7000000477,2012,1.5,2011,4.0999999046,2012,0,2012,*,,*,2012,*,2012,*,2009,*,2012,2,2012,*,2012,*,2011,*,2011,*,2011,*,2010,*,2009,*,2012,,,,-9.2978849411,277280544,1.9509090185,141202.828125,4.1538329124,197882003456,7.6000003815,3.2027854919,206.799987793,253874.953125
United Arab Emirates,ARE,2014,MENA,MENA,High income,0,11.9685983658,2012,43.34354143,2012,3.799999952,2012,2.2407095432,2013,26.3229084015,2012,1.4357475042,2008,1.7367017269,2012,0.6295877099,2011,0.876836633,2011,7.1513390541,2012,*,2012,*,2013,*,2012,3.7919671535,2012,*,2012,*,2013,*,2013,12.9723682404,2013,171.8737945557,2013,1.082113266,2008,0,,1.2463335991,2012,4.8000001907,2013,2.0014801025,2013,5.274014473,2013,6.4000000954,2013,*,2013,*,2010,*,2013,2,2013,-8,2012,41,2012,0.6667000055,2012,1.1379667521,2012,0.5600000024,2012,2.7222220898,2010,0.6700000167,2012,*,2013,*,2010,*,2013,*,2013,*,2010,*,2012,*,2012,*,2013,17.96816,2012,1.2092981339,2006,91.18603,2012,83.5816268921,1999,25.2000007629,2008,3.2701706886,2010,0.5324584842,2010,*,2012,*,2013,94,2012,94,2012,1.7,2012,76.95787805,2012,1355.3699951172,2012,7.2,2012,5,2012,35,2008,67,2012,97.5,2012,1.1,2012,*,2011,*,2013,*,2013,*,2013,*,2013,*,2012,*,2012,4,2012,*,2010,*,2010,2.5,2013,4.3000001907,2013,2.4000000954,2013,2,2012,3.9000000954,2013,0,2013,*,2013,*,2013,*,2013,*,2009,*,2013,2,2013,*,2013,*,2011,*,2011,*,2011,*,2010,*,2009,*,2013,,,,-7.1513390541,0,1.9509090185,157722.4375,4.6785831451,270329757696,8.3999986649,3.2027854919,194.1980133057,430355.09375
United Arab Emirates,ARE,2015,MENA,MENA,High income,0,11.9674081802,2012,43.3518943787,2013,3.7999999523,2013,2.091864109,2014,26.3714504242,2013,1.4357475042,2008,2.1165745258,2013,1.207378149,2014,2.3447039127,2014,7.1513390541,2012,*,2012,*,2014,*,2014,3.7921555042,2013,*,2012,*,2014,*,2014,12.8479290009,2014,178.0615446899,2014,1.082113266,2008,19.7344856262,2013,1.252972126,2012,4.5,2014,1.9878743887,2014,5.649638176,2014,6.3000001907,2014,*,2014,*,2010,*,2014,2,2014,-8,2014,43,2014,0.6667000055,2012,1.1699999571,2013,0.6399999857,2013,2.7222220898,2010,0.7799999714,2013,*,2014,*,2010,*,2014,*,2013,*,2010,*,2012,*,2013,*,2014,16.0686397552,2013,1.2092981339,2006,91.2043304443,2012,92.3181381226,2006,25.2000007629,2008,3.2701706886,2010,0.5324584842,2010,*,2014,*,2014,94,2013,94,2013,1.7999999523,2013,77.1312942505,2013,2233,2013,7,2013,5,2013,33.6,2012,67,2013,97.5,2012,1.1000000238,2012,*,2011,*,2014,*,2014,*,2014,*,2014,*,2012,*,2012,3,2013,*,2010,*,2010,2.5,2014,4,2014,2.7,2014,3,2013,4.2,2014,0,2014,*,2014,*,2014,*,2014,*,2009,*,2014,2,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,-7.1513390541,372030208,1.9509090185,157534.828125,7.3026480675,283775827968,7.1000003815,3.2027854919,283.1886291504,379999.9375
